9.000000000000000222e-01,1.228663899651705194e-04
9.121212121212121104e-01,1.679854971881056258e-04
9.242424242424243097e-01,2.282603357187662496e-04
9.363636363636363980e-01,3.082579859575718118e-04
9.484848484848484862e-01,4.137413624855090788e-04
9.606060606060606855e-01,5.519249403183046354e-04
9.727272727272727737e-01,7.317683223925786073e-04
9.848484848484848619e-01,9.643085575419263478e-04
9.969696969696970612e-01,1.263030670043463477e-03
1.009090909090909038e+00,1.644274000766277055e-03
1.021212121212121238e+00,2.127669672258691858e-03
1.033333333333333437e+00,2.736601786244130530e-03
1.045454545454545414e+00,3.498681882947551891e-03
1.057575757575757613e+00,4.446222814607714291e-03
1.069696969696969813e+00,5.616694628061025263e-03
1.081818181818181790e+00,7.053141473689794605e-03
1.093939393939393989e+00,8.804535162654669733e-03
1.106060606060606188e+00,1.092603802146024927e-02
1.118181818181818166e+00,1.347914541262507093e-02
1.130303030303030365e+00,1.653167699002239255e-02
1.142424242424242564e+00,2.015758572553932870e-02
1.154545454545454541e+00,2.443655524863425077e-02
1.166666666666666741e+00,2.945335930783099521e-02
1.178787878787878718e+00,3.529696235132107063e-02
1.190909090909090917e+00,4.205934739895683672e-02
1.203030303030303116e+00,4.983406649265165189e-02
1.215151515151515316e+00,5.871451988853682025e-02
1.227272727272727293e+00,6.879198247347328987e-02
1.239393939393939492e+00,8.015340919054630975e-02
1.251515151515151469e+00,9.287906495118020134e-02
1.263636363636363669e+00,1.070400378934766028e-01
1.275757575757575868e+00,1.226957071377861030e-01
1.287878787878788067e+00,1.398912465777364389e-01
1.300000000000000044e+00,1.586552539314571852e-01
1.312121212121212244e+00,1.789975985408166492e-01
1.324242424242424221e+00,2.009075816544635962e-01
1.336363636363636420e+00,2.243524987568178419e-01
1.348484848484848619e+00,2.492766847339002445e-01
1.360606060606060819e+00,2.756011093856344241e-01
1.372727272727272796e+00,3.032235733700108238e-01
1.384848484848484995e+00,3.320195337408761160e-01
1.396969696969696972e+00,3.618435647143021239e-01
1.409090909090909172e+00,3.925314342737800111e-01
1.421212121212121371e+00,4.239027519543521194e-01
1.433333333333333570e+00,4.557641189546893234e-01
1.445454545454545547e+00,4.879126899258554029e-01
1.457575757575757525e+00,5.201400375890496974e-01
1.469696969696969724e+00,5.522361977735672500e-01
1.481818181818181923e+00,5.839937643196799755e-01
1.493939393939394122e+00,6.152119010310125313e-01
1.506060606060606322e+00,6.457001416186797238e-01
1.518181818181818299e+00,6.752818581366231143e-01
1.530303030303030276e+00,7.037972932114560098e-01
1.542424242424242475e+00,7.311060705726561970e-01
1.554545454545454675e+00,7.570891209059560367e-01
1.566666666666666874e+00,7.816499846386215644e-01
1.578787878787879073e+00,8.047154785968085866e-01
1.590909090909091050e+00,8.262357382383133109e-01
1.603030303030303028e+00,8.461836701364182645e-01
1.615151515151515227e+00,8.645538695140653207e-01
1.627272727272727426e+00,8.813610740658610609e-01
1.639393939393939625e+00,8.966382374825812018e-01
1.651515151515151603e+00,9.104343137121727603e-01
1.663636363636363802e+00,9.228118460333391004e-01
1.675757575757575779e+00,9.338444537198199447e-01
1.687878787878787978e+00,9.436143038930056015e-01
1.700000000000000178e+00,9.522096477271854154e-01
1.712121212121212377e+00,9.597224892322114842e-01
1.724242424242424354e+00,9.662464421985187402e-01
1.736363636363636553e+00,9.718748173590165962e-01
1.748484848484848531e+00,9.766989681651057076e-01
1.760606060606060730e+00,9.808069104671345295e-01
1.772727272727272929e+00,9.842822193933915553e-01
1.784848484848485128e+00,9.872031962615065437e-01
1.796969696969697106e+00,9.896422897149514952e-01
1.809090909090909083e+00,9.916657485993043419e-01
1.821212121212121282e+00,9.933334793951751340e-01
1.833333333333333481e+00,9.946990782157567601e-01
1.845454545454545681e+00,9.958100062794932317e-01
1.857575757575757880e+00,9.967078781436720103e-01
1.869696969696969857e+00,9.974288335572832898e-01
1.881818181818181834e+00,9.980039662714417226e-01
1.893939393939394034e+00,9.984597862484958508e-01
1.906060606060606233e+00,9.988186951730313456e-01
1.918181818181818432e+00,9.990994587579040687e-01
1.930303030303030631e+00,9.993176628641508019e-01
1.942424242424242387e+00,9.994861437655833125e-01
1.954545454545454586e+00,9.996153858798502156e-01
1.966666666666666785e+00,9.997138828901305230e-01
1.978787878787878984e+00,9.997884603625766253e-01
1.990909090909091184e+00,9.998445597203582391e-01
2.003030303030303383e+00,9.998864847845043702e-01
2.015151515151515138e+00,9.999176130698357312e-01
2.027272727272727337e+00,9.999405746767584535e-01
2.039393939393939537e+00,9.999574019975268069e-01
2.051515151515151736e+00,9.999696536109422551e-01
2.063636363636363935e+00,9.999785157224745369e-01
2.075757575757576134e+00,9.999848843632532791e-01
2.087878787878787890e+00,9.999894313313815175e-01
2.100000000000000089e+00,9.999926565761630970e-01
